Song Title,text
(Baby) I can change my mind,   Aww she didn't bat an eye As I packed my bags to leave Thought she would start to cry Stood around on my room and grieve    As I took those steps Towards that open door Knowing all the time Oh Lord I just didn't wanna go  She didn't give me no sign Nothing that would make me change my mind Now I'd like to start all over again    Lord I played my games Many times before But peoples let me tell y'all Oh I never reached the door
Have a Little Faith,   Your best friend your best girl Just made a big mess o' your world 'Cause arm in arm they left you feelin' blue She set a trap you got caught You should a took her with a grain o' salt So have a little faith and love will come to you    Beyond the clouds the sky is always blue Have a little faith and love will come to you  So don't be lonely and don't be blue Your one and only is somewhere waitin' just for you With two lovin' arms to hug your neck Is right around the corner where you least expect She'll be there with love to pull you through Just have a little faith and love will come to you
Bagasas,   I leave behind the markets and the bazaars I want to run to the reeds and grasslands to become again a rider and sky come to take me again because I haven't been a trickster and I need your favor.    And I will create you songs with the most beautiful lines in the chorus. For my lost fight for which the stars remained alone crying  I leave behind the noise and the people I've had enough of wallops and I seek ways how to escape the fate and I have inside me a fl??d sky because I haven't been a trickster and you 'd want to flirt with me you light blue
I don't want you to cry my heart,   I hate the war and from the life I seek that not only the complaint in me remains and even if it was once that you had hugged me I know I'm asking you too much    I seek the war for a life in which I don't live so that not only the complaint in me remains and if it was only for once you to see my little wretch that I soften when you don't talk to me harshly  I hate the war and from the life I seek that not only the complaint in me remains and even if it was once that you had hugged me I know I'm asking you too much
Lina,   Your beloved one comes and goes how to find yourself? Doesn't worth as much as your life and death.  Tell me a lie to fall asleep. I pretend to be dumb only for you.    I no longer have time to explain to you. I finish difficultly with what I love.
All Apologies,   What else should I be? All apologies What else could I say? Everyone is gay What else could I write? I don't have the right What else should I be? All apologies     I wish I was like you Easily amused Find my nest of salt Everything is my fault I'll take all the blame Aqua seafoam shame Sunburn freezer burn Choking on the ashes of her enemy  
Dumb,   I'm not like them But I can pretend The sun is gone But I have a light The day is done But I'm having fun I think I'm dumb     My heart is broke But I have some glue Help me inhale And mend it with you We'll float around And hang out on clouds Then we'll come down     I'm not like them But I can pretend The sun is gone But I have a light The day is done But I'm having fun I think I'm dumb 
Heart-Shaped Box,   She eyes me like a Pisces when I am weak I've been locked inside your heart-shaped box for weeks I've been drawn into your magnet tar pit trap I wish I could eat your cancer when you turn back     Meat-eating orchids forgive no one just yet Cut myself on angel hair and baby's breath Broken hymen of 'Your Highness' I'm left black Throw down your umbilical noose so I can climb right back     She eyes me like a Pisces when I am weak I've been locked inside your heart-shaped box for weeks I've been drawn into your magnet tar pit trap I wish I could eat your cancer when you turn black 
Milk It,   I am my own parasite I don't need a host to live We feed off of each other We can share our endorphins     I own my own pet virus I get to pet and name her Her milk is my shit My shit is her milk 
Pennyroyal Tea,   I'm on my time with everyone I have very bad posture     Give me a Leonard Cohen afterworld So I can sigh eternally     I'm on warm milk and laxatives Cherry-flavored antacids  
Radio Friendly Unit Shifter,   Use just once and destroy Invasion of our piracy Afterbirth of a nation Starve without your skeleton key I love you for what I am not I did not want what I have got A blanket acne'ed with cigarette burns Speak at once while taking turns     Nothing to do with what you think If you ever think at all Bi-polar opposites attract All of a sudden my water broke I love you for what I am not Did not want what I have got A blanket acne'ed with cigarette burns Second-rate third degree burns     Use just once and destroy Invasion of our piracy Afterbirth of a nation Starve without your skeleton key 
Rape Me,   Rape me Rape me my friend Rape me Rape me again     Hate me Do it and do it again Waste me Rape me my friend     Rape me Rape me my friend Rape me Rape me again 
Serve the Servants,   Teenage angst has paid off well Now I'm bored and old Self-appointed judges judge More than they absolve If she floats then she is not A witch like we have thought A downpayment on another One at Salem's lot     As my bones grew they did hurt They hurt really bad I tried hard to have a father But instead I had a dad I just want you to know that I Don't hate you anymore There is nothing I could say That I haven't thought before  
Tourette's,   May day every day my day Could've had a heart attack my heart We don't know anything my heart We all want something fair my heart
Very Ape,   I am buried up to my neck in Contradictionary flies I take pride as the king of illiterature I'm very ape and very nice If you ever need anything please don't Hesitate to ask someone else first I'm too busy acting like I'm not naive I've seen it all I was here first     If you ever need anything please don't Hesitate to ask someone else first I'm too busy acting like I'm not naive I've seen it all I was here first 
Be With You,nan
Dirty Bird,   Remember when you where a flower so tender The day you arrived like a school girl Wanting to learn everything Your mother the baroness let you discover The ways of the world so he showed you And that's when he started to know you I'm talkin' the biblical sense    Fiction the decadent life of addiction Always the life of the party And everyone figured Bacardi But you were off cookin' the spoon
Down,   Another bridge I have burned A lesson I learned One more mistake to my cause One more hand got lost In a game So I was up for awhile Livin' in style Feelin' high on the hog    I had a similar dream of my dreams while I thought I had wandered a mile I was wrong
Dude,   Turn it up Tell me You're the girl who never goes away again Sell me On how the fairytale could never end Help me Find a happy ever after    Spare me All the rhetoric I've heard it all before Dare me But I'm not game to try it anymore Nearly Went postal when I figured out that
Matriarch,   Safe as can be To the eyes of adoration Simply starring back at me To say Everything in life is gonna be okay    I remember how the seats felt in her 225 And I can hear the engine purring as it pulls into the drive She'd pick me up and take me down to Dawn's five and ten And let me change my mind a thousand times And take me home again So cool Wrote me letters everyday when I was off at school
Rise,nan
She's the One,   Yeah Everything I ever wanted finally came to me But in the end it wasn't what I wanted it to be I wagered everything I had and never had a doubt Only to discover it ain't what it's all about I know I'm wrong Been gone too long I'm goin' home for good    Seems you always hurt the ones you really love the most Giving up the girl instead of giving up the ghost If I could do it all again I'd do it differently Cause everything that I did wrong is right in front of me I know it's time To make her mine I know my aim is true
The Hard Way,   Sellin' cigarettes and perfume To the hopeless and the strange I stumble through the mezzanine Neon lights and nicotine
Undone,   You took me outta circulation Well fate would agreed with the likes of me And handed me a sweet salvation Angel above come and set me free    Look at you in all your glory Take care of the breath that you take away Every picture tells a story The shape of things words cannot say
Chords Of Fame,   I found him by the stage last night -- he was breathing his last breath A bottle of wine and a cigarette was all that he had left I can see you make music 'cause you carry a guitar God help the troubadour who tries to be a star    I seen my share of hustlers as they try to take the world When they find their melody they're surrounded by the girls But it all fades so quickly like a sunny summer day Reporters ask you questions they write down what you say    They'll rob you of your innocence they will put you up for sale The more that you will find success the more that you will fail I been around I've had my share and I really can't complain But I wonder who I left behind the other side of fame
I Ain't Marching Anymore,   Oh I marched to the battle of New Orleans At the end of the early British war The young land started growing The young blood started flowing But I ain't marching anymore
Tape From California,nan
The Pleasures of the Harbor,nan
(Are You) Happy,   Nervous twitching anxious bitching Is something disturbing you? Nervous laughter - what ya after? Ha ha the joke's on you!    Ha ha ha... you're soooo cool Ha ha ha... but the joke's on you!  Ha ha honey ain't it funny How some people are such hapless fools Ha ha honey ain't it funny The punch line is the joke is you! ...ha ha ha
Anytown,"   At 6 the milkman comes around Another day in anytown I wake up with a frown Another day in anytown    Run spot run Run spot run  I called up Sally Dick and Mark We took my dog spot to the park We watched him run and heard him bark Then spot ran way into the dark    I had to go and tell my dad I said ""Anytown just makes me sad"" He said ""Son thats pretty bad"" He said ""I must be going mad"" "
Degenerated,   Johnny wastes his days eatin' 'ludes He's a teenage vegetable Getting high proves that he's cool Johnny hates to think he's ignorant He's a mindless brainwashed pig Ring a bell you start to drool
Go Nowhere,   Living your life on the conveyor belt No time to think so your brain just melts No destination you're lost inside Standing still deaf dumb and blind! Go!...    A whole generation of gonowheres The living dead in 3-D life A whole generation of stagnant lives Standing still deaf dumb and blind
In Dog We Trust,   Inquisition says we'll burn in hell Damnation for the infidel Gonna start and spread some heresy? Ya' gotta expect a certain misery They're gonna make it really interesting They're gonna go and teach democracy Whatever God that could exterminate Whatever God that can't tolerate
New Aryans,   Be proud that you're a white american Blond hair bule eyes - a fine new aryan? Supremacy's the white man's burden?
No Class,   The old bat say i have no manners Pardon me my manner is my own I might not climb the social ladder But I can climb the schoolyard fence    The old timer tries to socialize me And keep me neatly in my place Excuse me I'm not a category And cheap profession is not my taste    And at times i might be gentle Don't mean that I'm a gentleman I ain't no conformist mark I am simply what I am!
Reagan Youth,   We are the sons of Reagan ...Heil! Gonna kill us some pagans ...Heil! The right's your sacred mission Start an inquisition Gonna purge the heathen minds!    We are the sons of Reagan ...Heil! We are the godforsaken ...Heil! The right is our religion We'll watch television Tons of fun and brainwashed slime  We are the sons of Reagan ...Heil! We are the unawakened ...Heil! Want another war? Forward to El Salvador! Gonna kill some communists!
USA,   In U.S. A's for apathy Not bullshit democracy Red white and blue is all you see But does it mean you're really free?  In U.S. A's for anarchy Not bullshit democracy I want total liberty I want peace and anarchy
Angel's Harp,   Pluckin' all day on my angel's harp Pluckin' all day on my angel's harp Shoutin' at the risin' moon Knowin' that I will soon stay At the edge of the plain On the top of the scarp    I'm pluckin' all day on my angel's harp Though you made me a buffoon You did not hear the words that I did croon I'm pluckin' all day on my angel's harp I knew you'd finally come around Won't you please enjoy the sound? I didn't say clap And I didn't stay sharp I'm pluckin' all day on my angel's harp And when I saw your eyes all brown I pulled them boy and lo I cut you down At the edge of the plain On the top of the scarp This is where we all will fall This is what we shall call kill Pluckin' all day on our angel's harp A resonator is soundin' dark Though you might be walkin' tall Everybody got a lot to grow Pluckin' all day on my angel's harp Pluckin' all day on my angel's harp This is where I'm jumpin' off This is where I sail aloft
Daddy's Gone,   Bake a cake Bake a cake and set it on a plate Up high where the dogs can't get it So it don't get ate    Close your eyes Close your eyes until your dreams arise Keep 'em tight where the hounds can't get 'em So they don't get ate
Dark Night Of The Soul,   Dark night of the soul Our souls Time slippin' by I call out your pain All alone    Dark night of the soul If you had only liked my face Where are you baby Where are you baby Dark dream world  Shadows have long gone by Dark night of the soul
Everytime I'm With You,   Else are we Supposed to do Yeah every time You come by  We get so trashed And stay up all night    And every time I'm with you I'm fucked up And you are too Well what the hell Else are we Supposed to do
Grim Augury,   Both our families after gathering We're cutting a baby out With my grandmother's heirloom antler-handled carving knife They were under her grand chandelier  Where we all together have shared holiday dinner But it was your father that was holding the knife Yeah I begged you not to make me tell ya Yeah I pleaded with you to to leave it alone
Insane Lullaby,   One day's flight Take you back in time When I wasn't such a Brand across your breast Strain upon your back When a good life was enough
Jaykub,   Jaykub It's time for you to wake up And accept your awards  Inside Your tiny little one room Apartment of the poor  Upon the podium You smile and you wave  They all thought that you were dumb But it's you who's on that stage    And never With anyone to talk to But the hero in your head  (The hero)  Upon the podium You're handsome and you're tall  But actually you are Just hardly 5 foot small
Just War,   Is this just war? Is this just war? The last survivor crawling through the dust And furthermore Will evolution diminish right in front of us  Late September I heard the siren call a truce But by December My head returned into the noose
Little Girl,   You get the point now You pick yourself up off the bar She's on his arm now Does it remind you of the pictures on the wall now? But you was young and I was not even born yet If you think I know a little more than The average person on the streets you are incorrect Because I'm ignorant as shit not here to preach man You know I just wanna have fun go to the beach man That's all I am I'm just a simple guy who talks when You put a microphone in front of him    Running left in a relationship Going in circles and I just can't wait Running left so we can get in shape Get in shape because we can't escape  Running left because I'm running late Ending up in the exact same place Running laps in your relationship Running away from the subtleties of  The world's always amazed at how much cash you made But not at how you made it it's just strange It sounded kind of cool over the phone It killed your neighbors and their dog and crushed their bones
Pain,   A massive headache in my aging skull Means I do not feel well    The problem started with my attitude It's all lust direct and crude There are good people in this world of bums But sadly I am not one    Pretty creepy pretty funny I'm a mix of god and monkey
Revenge,   Pain I guess it's a matter of sensation But somehow you have a way of avoiding it all In my mind I have shot you and stabbed you through your heart I just didn't understand the ricochet is the second part     Strange it seems like a character mutation Though I have all the means of bringing you fuckers down I can make myself to destroy upon command Somehow forgiveness lets the evil make the laws 
Star Eyes (I Can't Catch It),   Blue Sky Sun Shine Be Mine Star Eyes    Love Please Come Back Send You Cry Gone    Please Please Sun Shine Be Mine Come Back
The Man Who Played God,   Hammer it until it breaks To every shape that nature makes All things you can see around you You can change them Rearrange them in your mind    The girl becomes a bird on a flower In your state you feel your power All things you can see around you You can change them
Black Heart,   Black heart's coming he s a cold machine Cuts like a knife gentle and clean Face like an angel mind of a killer Nobody else going to love her better     Black heart's kicking like a beating drum Shooting her down the sound of his gun No compassion hard as an assassin Falling deeper still in that reckless fashion 
Cry cry,   Forgive the promise that is never kept The wasted life that you have left So sell your soul and put it on display Echoing the debts that cant be paid Breathe in let go The undertow Will pull you in and throw you out of time The shadows playing tricks on your broken mind Tears will not cure the pain     Yesterday is lost again Collect the hours suffering in vein So hold on tight watch the embers glow The ashes fly away out of your control Breath in let go The undertow Will pull you in and throw you out of time The shadows playing tricks on your broken mind Tears will not cure the pain  
Out of time,   Longing is the animal inside you when you bleed Suffering is critical in finding what you need Deliverance is evidence theres more than what you say Pain is there the moment that you wake up from your dreams     Loneliness is beautiful it leads you home again Happiness is overrated joy is infinite Liberate the hate you feel before its permanent Smile when it hurts it works like mothers medicine 
Same On The Inside,   Sending out a message to the world But I just can't seem to find the words No one wants to die alone Broken and insane Question every last decision Another empty page     Wanting what I know won't satisfy Just to live this need to live a lie Never meant to run away Jumping out the train My cage was built on good intentions Running every page 
Tomorrow,   These endless days are wait for me Tearing my heart that breaks for you I'm coming home tomorrow Though you're not lying next to me I hear your song that calls to me I'm coming home tomorrow Back in your arms     The summer's gone and I can see The season's end is set me free I'm coming home tomorrow Back in your arms 
Merry-go-round,   If you ain't got two kids by 21 You're probably gonna die alone. Least that's what tradition told you. And it don't matter if you don't believe Come Sunday morning you best be there in the front row like you're supposed to.    We think the first time's good enough. So we hold on to high school love. Sayin' we won't end up like our parents. Tiny little boxes in a row. Ain't what you want it's what you know. Just happy in the shoes you're wearin'. Same checks we're always cashin' to buy a little more distraction.
Learn to Row,   You could smell the sea on his working clothes  I'd take his rough hands and I wouldn't let go  Son if ships don't sail then our table's bare    We are cast adrift on an endless storm  Many dreams will come and wash overboard  But we will not mourn what we have not lost  We will learn to row with the oars  We have got     On an endless storm (On the storm)  Many dreams will come and wash overboard (Many dreams)  But we will not mourn (We will not mourn)  What we have not lost 
Old Country Country,   Back on the coast of Wales to trace my people  I came upon a tombstone with my name  And as I lay down my rose  I knew I was not alone  Red hair and green eyes were watchin' me  She took me to her home to play her sweet music  And sitting by her fire I took her in  She was singin' soft and low  I heard an echo in my soul  Like something I had left here a long time ago
Private Battlefield,   Hanging here on your barbed wire  In surrender to the cause of your desire   If making love is making war  I wonder who I'm fighting for     There's no use in me pretending I'm not scared  You caught me cold and unaware  But I pray someday that peace may reign  On our private battlefield   If making love is making war  I wonder who I'm fighting for  But my wounds will heal on our private battlefield  I thought that you were on my side  Now I need a place to hide 
Shattered Cross,   Your life won't amount to a bottle of smoke  No you never make deals with a guy named doc   Don't bring me your tales of temptation and loss  The rags of your dreams your shattered cross 
Simple Man,   I hear the whispers behind my back  I'm trying hard but things look black   I'm a simple man had a simple plan  I got a complicated life     That lets a simple man lead a complicated life  I take one step forward it's like two steps back  I may be weary but my soul's intact  Forever chasing what I can't reach  Forever pacing life's stony beach 
Supernatural,    I'm a snake handler from the mountains  Sing them rattlers off to sleep yeah  Ooh if my baby she needs healing  No fever too hot no cut too deep  Go with you anyway the wind blows  Straight through the fire into the unknown  Follow the feelings 'cause I know      I'm a rain maker in the desert  Dance and I coax those clouds to cry  Put the bloom back in baby's meadow  And I I flood the faith flood the faith back into your eyes  Go with you anyway the wind blows  Straight through the fire into the unknown  Follow the feelings 'cause I know 
Too Many Ghosts,   Time to pay the piper time to call in a marker  Time to cough it up  The last thing on my mind  Was another shot at love       I left them off at a bus stop  Along the coast   You brushed past from nowhere  And you sat right up front with me    Forgiveness or forgetfulness  It's all the same to me   And as I stare into her eyes  And press her in my arms  I look over her shoulder  And there my demons are
Toujour Aimez,"   We bought some chocolates and some cheap champagne  And caught a taxi in the pouring rain I told her that I loved her long tan legs  She looked confused and said ""bien sûr"" ...and offered me a cigarette      Woke up alone; a note beside my head  And perfume samples scattered round my bed "
End of Your World,   Dares to make a sound  I said well ain't that the way  That you like it   Well I know with all the plans we had it was gonna be hard to succeed  But harder than any of that is sitting here watching you bleed  
Following My Own Tracks,   I don't think I wanna know   It's over-said but understated just how hard it can be  Hey I think I've seen this road before  And it's so hard to believe  I'd be back this way again after I told myself to leave   You never said that it was gonna be easy  But I didn't know just how hard it would be    But if you do it well  You can find heaven if you can handle hell  It's all part of understanding just how strange life can be  Living a lie becomes so easy but now 
Hollow Log,    He loves the city lights the circus and the sound  He loves the buildings and the holes in the ground  He plays and bounces 'round until he sees  The moon go down  Then back home again he hops  
Pass the Flagon,   It don't taste bad for such cheap wine  And now the only thing left to forget  Is that picture of her   Well I awake and everything's bright  Oh my eyes they can't adjust  To the morning light 
Shining,   I can see it shinin'  It's coming for me comin' out of the night  Everything is hummin' it's scarin' me now  It ain't feelin' right   Think I might just hide a while wait for the night to return  Dark and cold and lonely  Is how I feel and it feels nice  Don't want any company it just wouldn't feel right   I used to be so happy I could smile  And everything seemed to work out  Now my eyes are starting to close down  I can see you again in my dreams  You're starring my lost and lonely friend  We used to have such good times  Why did you leave before our time was through?   Everything looks pretty we're far from the city  And I'm holding you in my arms  You feel so alive and so do I 
You don't even know my name,   You know I follow you  Wherever you go  Hoping one day  Things might change
I Love You,nan
Exscape,   Yo they say you need to get a job nigga Quit trying to just rhyme to get by nigga I'm like maybe you got a point but definitely I've got a joint To smoke and that new joint I just wrote that's dope boy I'm just hoping to stay afloat And avoid having my life demoted to a joke So I smoke and write rhymes to cope Though life blocks my blow I keep the prize in my scope And keep charging through Without making music my everyday would be nothing new And the sad reality I've run into is on the real There really ain't nothing else I can do Other then bagging up hoodrats there's nothing I'm good at So fuck a job app I just rap And fight to make it out the matrix Prisoner to my vice and can't escape it     They say love conquers all It can launch you skyhigh either or cause your downfall And cause the tears to storm like a downpour Transform your outlook make you frown more When the lines get blurred between love and war Find yourself wondering what you're loving for Such a shady thing this lovegame Put a pain in your brain that remains like a bloodstain Put a scar on your heart And when your heart is scarred it's darn hard to keep from falling apart So every relationship that I spark Already gets off on the wrong foot from the start Damn you see I can't take the loneliness So getting spilled when they approach I don't resist Just pray she leads me out the matrix Prisoner to my vice and can't escape it     Hey yo I miss her when I'm not with her Please believe she be the key piece to complete my picture Every morning begins when I get up and twist her Backwoods Peach White Owl or Sweet Swisher Time flies when you're high On the couch thinking bout how time flies That's why I've mastered procrastination And at times I lack drive and motivation So unpatient but that's just me ain't gon change it Weed is what I maintain with And though it was my gateway to different trips I don't forget my first love is twisting spliffs Married to Mary Jane when life makes me insane She carries the weight of pain yeah Help me make it out the matrix Prisoner to my vice and can't escape it   [hook] It is telling me that I cannot escape It is telling me that I cannot forget Just like a broken record Repeating it to me You're getting my attention It makes me weary    It is telling me that I cannot escape It is telling me that I cannot forget Just like a broken record Repeating it to me You're getting my attention It makes me weary  
Heat,   Yo I see the price of cocaine must have gone way up When I see the things these dames would do for a buck And the rap game went lame the industry sucks Even these underground kids ain't up to snuff Born sinner getting older and more bitter Cold-hearted with a hot head and some warm liquor Trynna figure how to get dough more quicker And a ho to bring me more dro and more swishers Vulgar womanizer and a violent rhymer Bag your wife or pulverise you with a pile driver Either or I'm what it's hitting for Whores fighting for the ball like a bidding war I beat rappers like pussy lips On some big boss man Bigfoot bully shit On some fuck who you is and who you with I ain't new to this I'm true to it word up   [Hook: Viro The Virus] I live this shit breath this shit Willing to die for it bleed this shit Speak my mind never plead the Fifth Give me a beat I keep some heat to spit (like this) I eat sleep and breath this shit Need this shit cut me and I'll bleed this shit Speak my mind never plead the Fifth Give me a beat I keep some heat to spit (like this)     Yeah I'm spotted frequent at the weed spot A veteran who fights dirty call me V hot Lord of the underground I chief rock No kidding the kid be spitting like a beatbox Too sick for detox Right here is where the Buck stops Pass the rock I'll make the clutch shot And go hard like I'm turbocharged Cause the flow is cream of the crop and whatnot (yeah) I stay a notch above the losers Counting guap getting tug jobs from cougars Mental giant these fools are Oompa Loompas Even their highlight reels are full of bloopers I stick to the script how the story go Twist the spliff and stick my dick in the glory hole No homo but I'm sure to blow Like a torpedo so shorty slow your roll      Jersey general push past the limits to the pinnacle Be little and imbecile with lyricals Keep my thinking on critical Weak MCs keep it on typical not the least bit original Rushing sickle flow take ya head clean off Nikita Koloff pissy with the Smirnoff Vicious with the slick talk Seen limping with a pimp walk Ace up my sleeve like a pit boss When you're this nice It's like playing with trick dice I crack windpipes like thin ice Bet your girl is my biggest fan So how the world is you sleeping like tryptophan I'm [?] so I skip the spam You're a fraud dog eat a dick and scram Before the shit hits the fan Think you're seeing V? Need to switch your plan nigga 
Benimle Ucmak Ister misin,   Come with me Forget your troubles Ruzgar waits for us I will not waste any more time
Hersey Biter,nan
Köle,"    A long time ago You entraped me There is no else way for me  You or nothing You or nothing  I sometimes looked for a path to me There is always blues in my hand It's very difficult to be afraid of losing you You or nothing You or nothing  I became a slave to your love I became a slave to your love I became a slave to your love I became a slave to your love    What does a man want in his life? Some kindnesssome passion that's all The only thing you can give me in this life ""Let's do itlet's do it""  I became a slave to your love..."
Oyuncak Dünya,   Toy world toy world...  This game is very easyyou play it too.. Break and pourmake and ruin... Start again... We are all children actually..     Some children never get calm  They always be the party-pooper... They constantly made other children sad..  The rules of the game always ruined...  
Sadece Senin Olmak,     My love for you is an everflowing water  Tell me do you feel like this too?  There is nothing else on my mind  Other than you nowadays  Only your love consoles me  It makes me forget all my troubles  Tonight hold me in your caring arms     Tonight being on your mind is not enough for me  I want to be near you  Tonight being in your dreams is not enough for me  I want to be in your bed  I want to be in your bed  
Yasamak Istemem,    Everything that I've been taught  Everything that I've been suggested  The life that is imposed on me  Is a useless trash   Systems you have created  Methods you have used     Maybe I'm the one upside-down  I couldn't make it in this order  I've started to look for a place to hide  In the city of reptiles  Educated dogs  Voracious monkeys 
